Title,Link,Snippet
Log in - Jira,https://jira.livenation.com/servicedesk/customer/portals,"Service Management - Live Nation is a portal where you can request help, report issues, or access self-service resources for various Live Nation applications and services. To use the portal, you need to sign up for an account or log in with your existing credentials."
Login - Jira Service Management,https://cava.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Log in - Jira,https://jira.vermeg.com/,"Not a member? To request an account, please contact your Jira administrators. Can't access your account? Atlassian Jira Project Management Software; About Jira--> Report a problem"
ServiceNow Service Management Suite,https://ey.service-now.com/,We would like to show you a description here but the site won't allow us.
United States Marine Corps,https://msharp.usmc.mil/msharp/,United States Marine Corps
Avisi App Support - Jira Service Management,https://avisi-support.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""78880e26f058873619b4d950a98f01c516801bf0_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/2aa408bc-0df5-46ba-ba87 ..."
Login - Jira Service Management,https://pinja.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Entrar - Jira Service Management,https://autodoc.atlassian.net/servicedesk/customer/portals,Insira o e-mail para entrar ou se inscrever. Endereço de e-mail. Próximo. Desenvolvido por Jira Service Management.
Login - Jira Service Management,https://fjorge.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Login - Jira Service Management,https://lorenz.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Anmeldung - Jira Service Management,https://gematik.atlassian.net/servicedesk/customer/portals,"Geben Sie Ihre E-Mail-Adresse ein, um sich einzuloggen oder zu registrieren. E-Mail-Adresse. Weiter. Unterstützt von Jira Service Management."
Jira Service Management,https://ltp.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""d8e0fa023a17bfe5effe37c679a286a48e2c5309_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Bienvenido a la Mesa de ..."
Solved: How to query for related issues? - Atlassian Community,https://community.atlassian.com/t5/Jira-Software-questions/How-to-query-for-related-issues/qaq-p/888820,"Daniel Park Sep 12, 2018. I want to writed a query that will display all the issues that are related through a JIRA relations ship e.g. ""splits from"" or ""related"" so that i can create a confluence view showing it. e.g. issue I-123 is related to I-224 and I-229 I want the query to be based on I-123 but retreivew the other two issues."
ServiceDesk Plus Oauth troubleshooting - ManageEngine,https://pitstop.manageengine.com/portal/en/kb/articles/troubleshooting-oauth-configuration-for-mail-server-settings,"Now, clear all the cookies of the application in the browser, login and try saving the settings. Even if issue persists, recreate the issue once and contact support@servicedeskplus.com with the logs and result of the first sql server (select query). Refer the section for troubleshooting similar issues from logs."
Login - Jira Service Management,https://conflks.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Powered by Jira Service Management.
Customer Support | Besi,https://www.besi.com/after-sales/customer-support/,"USA. Besi North America, Chandler Datacon - Esec - Fico Tel +1 480 497 6407 Help Desk USA"
Login - Jira Service Management,https://revolutionsoftwareservices.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://gruporomeu.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Jira Service Management - uwaterloo.atlassian.net,https://uwaterloo.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
장애문의,https://www.raonsecure.com/ko/support/inquiry/touchenkey,키보드 보안 프로그램 (TouchEn key) 설치 완료했음에도 불구하고 설치 메시지가 반복적으로 뜨거나 사이트를 정상적으로 사용 할 수 없습니다. 해결방안. 1) Internet Explorer 9에서 Active x 필터링 체크여부 확인. IE 창 상단의 [ 도구 ]메뉴를 클릭하여 아래와 같이 ActiveX ...
Drag Racing APK for Android Download - APKPure.com,https://apkpure.com/drag-racing/com.creativemobile.DragRacing,"Offline and 1v1 drag racing, car tuning & styling. Drag Racing is the original nitro fuelled racing game which fascinated over 100 000 000 fans around the globe."
Login - Jira Service Management,https://ipcinc.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2,Login - Jira Service Management. IPC Help Desk. Powered by Jira Service Management.
Login - Jira Service Management,https://techsoft3d.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Login - Jira Service Management,https://centric8.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management Cloud support,https://support.atlassian.com/jira-service-management-cloud/,"Configure a company-managed project as an administrator. Set up your service project in a way that empowers your agents and your customers get help for their requests. Manage and administer team-managed service projects. With team-managed service projects, your teams can manage their own work and process, without having to reach out to a Jira ..."
Support - Jira Service Management,https://builddata.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""14cb2fab49824b140e71b9a529d9405b77f9f253_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/160e468f-38a9-4485-ab91 ..."
Login - Jira Service Management,https://notredame.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Service Management - Save the Children Italia,https://servicedesk.savethechildren.it/servicedesk/customer/portals,"{""xsrfToken"":""BCTO-8M5Q-OCCE-66C0_a0044b8c614e42dc8caaf46a72be7a05cfc1c055_lout"",""helpCenterBranding"":{""bannerUrl"":""/rest/servicedesk/1/bannerImage?1585588298180 ..."
Select Identity Provider - Jira@IBM,https://jsw.ibm.com/,"Jira@IBM is a project planning and tracking tool available for IBM internal users with valid w3id credentials. When using Jira@IBM, you must comply with IBM internal guidelines, policies, and instructions. By logging into Jira, you give your consent to the collection and use of personal information, including your name, email address, group ..."
Clepher Help Center - Jira Service Management,https://clepher.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""625121a8682170a5b2d2a905426b7ae8640612d1_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/7bcd3373-6551-4dc8-a541 ..."
Login - Jira Service Management,https://solutionpath.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - nng-npss.atlassian.net,https://nng-npss.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - youfit.atlassian.net,https://youfit.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""847b1c5b3e7faaddde993871dd7c05cfca70ab73_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/4a8b98a4-94c7-47da-839b ..."
Crushing and Screening - Sandvik,https://mining.sandvik.com/en/products/equipment/crushing-and-screening,We would like to show you a description here but the site won't allow us.
CLC2S - Common Logistics Command & Control System,https://www.logtool.com/Toolbox/clc2s-common-logistics-command-control-system-1,Common Logistics Command and Control (CLC2S) is a combat service support management tool that provides a simple LogC2 capability. CLC2S provides improved management and control of tactical level resources and services support requirements while providing the MAGTF Commander and his staff with an automated means to quickly view his warfighting readiness posture via the battle space Common ...
Jira Service Management,https://airasia.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Login - Jira Service Management,https://agilonhealth.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://owasporg.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Contact Us - TBC Bank,https://www.tbcbank.ge/web/en/contact-us,You are able to sumbit information anonymously through secured web page
Jira Service Management - erpsupport.atlassian.net,https://erpsupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""4cfe2d754c38ec81e5fc3932ccbaef0106778358_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to ..."
Login - Jira Service Management,https://mnfgroup.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Postbank,https://jira.postbank.bg/servicedesk/customer/portals,We would like to show you a description here but the site won't allow us.
CPR - Jira Service Management,https://cprservicedesk.atlassian.net/servicedesk/customer/portals?q=,"{""xsrfToken"":""f07a3638ad7801f89555b02c240a086ec356f15a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/1871b877-334b-469e-a877 ..."
itsd.misumi-group.com,https://itsd.misumi-group.com/,We would like to show you a description here but the site won't allow us.
Merchant Portal - Administrative Control Panel,https://mp.hitachi-payments.com/,Merchant Portal. Username or email*. Password*. Enter above your captcha code:
Jira Service Management,https://pinetwork.atlassian.net/servicedesk/customer/portal/1/article/33038,Email Requests submitted through this website are monitored by the Pi Core Team. The Pi Network Community Wiki is intended to help Pioneers to troubleshoot and resolve an issue on their own before starting an Email Request. The purpose of our Email Request system is for Pioneers to report bugs and to troubleshoot bug issues with the app or your ...
Jira Service Management,https://simplesystem.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""fc205e30d947d28e7493487f9bf34af870967e1b_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/e66d9bd1-3e38-4c3a-8c7b ..."
Login - Jira Service Management,https://techsoft3d.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Jira Service Management - oat-sa.atlassian.net,https://oat-sa.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - hobly-support.atlassian.net,https://hobly-support.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""a2c5708a00e508b8a5cd965997759d8827fa35c4_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/c647495f-bc8a-407a-9443 ..."
Jira Service Management,https://jira-tcesc.atlassian.net/servicedesk/customer/portals.,"{""xsrfToken"":""044263cf8e9be558034cc49e5c9d8163f9b8091d_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/9bf0af8e-743b-4490-98e1 ..."
Jira Service Management - propertiesonline.atlassian.net,https://propertiesonline.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""5a7738d1c7a6286d749cd2bd583c27e6f77a0eb3_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Search our Knowledge Base ..."
Jira Service Management - ateofinance.atlassian.net,https://ateofinance.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""88e2efda1a33c559eed5a79065669d28d488e53a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/72d946c4-1eb9-43e9-b38c ..."
Contact Information Technology | OHSU,https://www.ohsu.edu/information-technology/contact-information-technology,"Information privacy and security. Contact IPS for questions or concerns about incidents, investigation and privacy rights. Phone: 503-49 4-0219. Fax: 503-49 4-4828. Email: oips@ohsu.edu. Report concerns or incidents anonymously using the OHSU Hotline at: 877-733-8313."
Login - Jira Service Management,https://be1s.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
How to hide a project from the Customer Portal? - Atlassian Community,https://community.atlassian.com/t5/New-to-Jira-Service-Management/How-to-hide-a-project-from-the-Customer-Portal/qaq-p/700739,I didn't find a solution from JIRA but you can: - Go to 'customize Portal' and highlight only the project/s that you want to show so customers won't see directly anothers projects. (the have to click in 'show more' to see it) - Also you have to hide the request of the project you want to hide so the customer will be unable to create issues.
Jira Service Management - weavatools.atlassian.net,https://weavatools.atlassian.net/servicedesk/customer/portal/1/group/-1,"{""xsrfToken"":""a7da1fb15523b12e977ca2a2bd7263a353ac1b2b_lout"",""branding"":{""id"":""1"",""key"":""gsd"",""name"":""Service desk"",""portalBaseUrl"":""/servicedesk/customer/portal/1 ..."
Jira Service Management,https://auntbertha.atlassian.net/servicedesk/customer/portals,findhelp Support Portal - Jira Service Management. findhelp Support Portal. Log in.
Adweb Software - Jira Service Management,https://adwebsoftware.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""ca62aee7f9be222fbd7f7e7a9621803f14cb0cd8_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Adweb ..."
Jira Service Management - hotelsuppliesgroup.atlassian.net,https://hotelsuppliesgroup.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""86c37d152b6b0acf9ab17ee761682046cfda1bcc_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/da677679-f874-4dbd-b358 ..."
Jira Service Management - ithitcorp.atlassian.net,https://ithitcorp.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""a9a6c832a6b0ee4f87a2e6e0d2defecbc5f0e742_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
Jira Service Management,https://mumosystems.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""a9526171ac4f9fe39703f0e96b92887b11999300_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/858f7a9b-1f10-4b98-868b ..."
Jira Service Management - stepashka.atlassian.net,https://stepashka.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""25d902d78a09583dad125d243c12a63073536659_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
Atlassway Help Center - Jira Service Management,https://atlassway.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""8c7804ae072a0546f26918ac4f1379832f7e5605_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/b57c4c37-70f1-4dc3-85cc ..."
Login - Jira Service Management,https://vansahapp.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Powered by Jira Service Management.
Login - Jira Service Management,https://isnsupport.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://lsfcloud.atlassian.net/servicedesk/customer/portals,Introduce tu correo electrónico para iniciar sesión o registrarte. Dirección de correo electrónico. Siguiente. Con la tecnología de Jira Service Management.
Appsvio Help Center - Jira Service Management,https://appsvio.atlassian.net/servicedesk/customer/portals,Appsvio Help Center - Jira Service Management. Appsvio Help Center. Log in.
Jira Service Management - it-lab.atlassian.net,https://it-lab.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""0839aac8e3a6aca4659ba3ea8850af166594e25d_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
Login - Jira Service Management,https://generativ.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""45150b37cd461f0493ab86f7ca349f1f379dcd9a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/a832e145-1f38-4a01-8a35 ..."
Jira Service Management,https://nortalag.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""791e4f7b5272c3a47860a4a89dad0614f25602e1_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/c567b850-6f66-4c03-9f9e ..."
Jira Service Management - gogosoon-accounts.atlassian.net,https://gogosoon-accounts.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""faed605893cc7d1f98ae4963c000ff852fcb7658_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/f8f97da7-1a77-4e0e-8960 ..."
Jira Service Management - quisapps.atlassian.net,https://quisapps.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""77296d9db0a21ee2b5664261a10940f782a06c61_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/39a76860-5ea0-4523-804a ..."
PreVeil Support Desk - Jira Service Management,https://preveil.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Jira Service Management - passendo.atlassian.net,https://passendo.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""26651454755f9950c1315cd4fad6fc77f7fcaa8a_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/5abe7fba-5e1c-4bf5-9de1 ..."
ServiceDesk Plus Oauth troubleshooting - ManageEngine,https://pitstop.manageengine.com/portal/en/kb/articles/troubleshooting-oauth-configuration-for-mail-server-settings,"Now, clear all the cookies of the application in the browser, login and try saving the settings. Even if issue persists, recreate the issue once and contact support@servicedeskplus.com with the logs and result of the first sql server (select query). Refer the section for troubleshooting similar issues from logs."
Login - Jira Service Management,https://cloudeq.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://northvolt.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Login - Jira Service Management,https://craneww.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Yarado Customer Service Center - Jira Service Management,https://yarado.atlassian.net/servicedesk/customer/portals,Yarado Customer Service Center - Jira Service Management. Yarado Customer Service Center.
Jira Service Management - pinetwork.atlassian.net,https://pinetwork.atlassian.net/servicedesk/customer/portal/1,Email Request - Jira Service Management. Pi Network Support Portal. Log in.
Jira Service Management,https://jirasupport.atlassian.net/servicedesk/customer/portal/1,"{""xsrfToken"":""cc37fa37b1618a389fdafc77629da9600b1ba016_lout"",""branding"":{""id"":""1"",""key"":""in"",""name"":""Incidences"",""portalBaseUrl"":""/servicedesk/customer/portal/1 ..."
Jira Service Management - pinetwork.atlassian.net,https://pinetwork.atlassian.net/servicedesk/customer/portal/1/create/1,"{""xsrfToken"":""e6176e8536d5e951522931e7487bd7b6365e3ee6_lout"",""branding"":{""id"":""1"",""key"":""demo"",""name"":""Email Request"",""portalBaseUrl"":""/servicedesk/customer/portal/1 ..."
Login - Jira Service Management,https://flightspan.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Support - Jira Service Management,https://zutec.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""460fe76c904d8b5a647e619da8b948295ba62368_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/160e468f-38a9-4485-ab91 ..."
Jira Service Management - corvium.atlassian.net,https://corvium.atlassian.net/servicedesk/customer/portals,Neogen Support Center - Jira Service Management. Neogen Support Center. Log in.
Jira Service Management - weavatools.atlassian.net,https://weavatools.atlassian.net/servicedesk/customer/portal/1/create/10002,"{""xsrfToken"":""0ed64f06605a4d49ca6f29533ddb29736894ff54_lout"",""branding"":{""id"":""1"",""key"":""gsd"",""name"":""Service desk"",""portalBaseUrl"":""/servicedesk/customer/portal/1 ..."
Servicedesk Plus Help center,https://support.servicedeskplus.com/portal/en/home,"Welcome to ServiceDesk Plus' customer portal. Your go-to place to find answers to your service desk questions. We have migrated to our new support portal where you can access all ManageEngine products, resources, knowledge base, and community with just one set of login credentials."
Fulstech Help Center - Jira Service Management,https://fulstech.atlassian.net/servicedesk/customer/portals,Fulstech Help Center - Jira Service Management. Fulstech Help Center. Log in.
Jira Service Management - agile-innovations.atlassian.net,https://agile-innovations.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""43ed97d53d80b5d74066892020a9164440932fff_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Agile ..."
Jira Service Management - loyalfoundry.atlassian.net,https://loyalfoundry.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""99da8a05ba8291f39b15d97dbfb35b3747bfbada_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/67b6cb18-bad0-4633-8a3f ..."
Jira Service Management - weavatools.atlassian.net,https://weavatools.atlassian.net/servicedesk/customer/portal/1/group/1/create/10002,"{""xsrfToken"":""0cf4b86561c9e598c25b7c041f3d0def18f19d57_lout"",""branding"":{""id"":""1"",""key"":""gsd"",""name"":""Service desk"",""portalBaseUrl"":""/servicedesk/customer/portal/1 ..."
codeclou Support - Jira Service Management,https://codeclou-support.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""b7b53ee8cce92de83d8f2faf3f4cdf74205fc843_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/8a213502-c56a-4083-a7c6 ..."
Chinese Support Platform - Jira Service Management,https://softwaretao.atlassian.net/servicedesk/customer/portals,"{""headless"":false,""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-desk/powered-by?utm_medium=jira-in-product&utm_source=jira_service ..."
Login - Jira Service Management,https://resconet.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Jira Service Management - Omeda,https://omeda.atlassian.net/servicedesk/customer/portals,"Welcome to your updated Omeda CLOUD Support Portal. Log in with your email and existing password. NOTE: You might have to validate your email upon your first login. Please whitelist ""jira@omeda.atlassian.net"" to ensure receiving notifications from the new Cloud Portal."
Jira Service Management,https://iuvity.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - acaprojects.atlassian.net,https://acaprojects.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""81527dd133ab5d22dbc88fca9dbe45b769b735aa_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/090a784b-f181-49b8-81da ..."
Solved: Users get redirected to customer portal when tryin...,https://community.atlassian.com/t5/Jira-Service-Management/Users-get-redirected-to-customer-portal-when-trying-to-access/qaq-p/1266814,"Users get redirected to customer portal when trying to access agent view. We have a servicedesk project were users without a license (anonymous access basically) are allowed to view the tickets in the project. This was meant so that certain people that don't require a Jira license, could still see the tickets and ALL of the details."
Login - Jira Service Management,https://lbcamden.atlassian.net/servicedesk/customer/user/login?destination=portals,"Need IT help and support? Log in to the IT Self Service Portal to raise requests, report faults and ask questions. For urgent queries, you can contact our Service Desk on +44 20 7974 4321."
Login - Jira Service Management,https://simplyserve.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Log in - Jira,https://jira.livenation.com/servicedesk/customer/portals,"Service Management - Live Nation is a portal where you can request help, report issues, or access self-service resources for various Live Nation applications and services. To use the portal, you need to sign up for an account or log in with your existing credentials."
Login - Jira Service Management,https://csscompany.atlassian.net/servicedesk/customer/portals,"Need help getting started? Log in to check out our Services Directory for a list of services we offer, as well as point of contacts for support. This includes resources for SalesForce, Mission Control, Payroll, etc. Powered by Jira Service Management."
Login - Jira Service Management,https://assupol.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://iprotech.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://digitalvaultsupport.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""94392322e883bb1e3ace7fef5b85a29b45f50f2e_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the GSRE Support ..."
Jira Service Management,https://zkteco.atlassian.net/servicedesk/customer/user/login?destination=portals,"{""xsrfToken"":""7f3b497cb474bac36dffbb1647dec1910a2d29c6_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/279ca772-1c54-439a-a8cf ..."
Jira Service Management,https://smartcorp-jira.atlassian.net/servicedesk/customer/portal/1,Login - Jira Service Management. . Powered by Jira Service Management.
Login - Jira Service Management,https://railsbank.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://elsight.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management,https://onqservicedesk.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Jira Service Management - ouster.atlassian.net,https://ouster.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""fa73c5bc84fd7bc2821151c19253fa5695d84feb_lout"",""helpCenterBranding"":{""logoId"":"""",""isLogoAvailable"":false,""helpCenterTitle"":""Welcome to the Help Center ..."
Jira Service Management - is-software.atlassian.net,https://is-software.atlassian.net/servicedesk/customer/portals,"Geben Sie Ihre E-Mail-Adresse ein, um sich einzuloggen oder zu registrieren. E-Mail-Adresse. Weiter. Unterstützt von Jira Service Management."
Login - Jira Service Management,https://humanitix.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2%2Farticle%2F1279885525,"{""xsrfToken"":""a892265cafa9e4c1619b3b61cb7dd1bcf431df01_lout"",""branding"":{""id"":""2"",""key"":""cs"",""name"":""Humanitix for hosts"",""portalBaseUrl"":""/servicedesk/customer ..."
Login - Jira Service Management,https://humanitix.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Next. Go to Humanitix Help Centre home page. Powered by Jira Service Management.
Login - Jira Service Management,https://tforge.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Jira Service Management,https://hermanmiller.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""99fcaf3fd19332e5a4eee108e522a79dc2c89207_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/dac961e5-2c87-4101-adb8 ..."
Jira Service Management,https://bizjournals.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://talkdesk.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Service Management,https://helpdesk.valpo.edu/servicedesk/customer/portals,"{""tourEnabled"":false,""wacLink"":""https://www.atlassian.com/software/jira/service-management?utm_medium=jira-in-product&utm_source=jira_service_desk_portal_footer&utm ..."
Jira Service Management,https://jira-ceg.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
The Things Industries Support - Jira Service Management,https://thethingsindustries.atlassian.net/servicedesk/customer/portals,The Things Industries Support - Jira Service Management. The Things Industries Support.
Login - Jira Service Management,https://revspringinc.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Maxion Knowledge - Jira Service Management,https://maxion.atlassian.net/servicedesk/customer/portals,"{""xsrfToken"":""b95421556ffc2f95eba527941ef89817b68bef69_lout"",""helpCenterBranding"":{""logoUrl"":""https://api.media.atlassian.com/file/dab6191c-55f2-4540-a27f ..."
Service Desk Customers to Login with SAML SSO,https://community.atlassian.com/t5/Jira-Service-Management-articles/Service-Desk-Customers-to-Login-with-SAML-SSO/ba-p/1399745,"Here's the procedure on Jira Service Desk: In a classic service desk project, go to Project settings > People. Add the group which name is starting with "" All members for directory "" as the ""Service Desk Customer"" role. That is it. Now the users belonging to the specified group can login only with SAML SSO:"
Login - Jira Service Management,https://calpoly.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Next. Powered by Jira Service Management.
Jira Service Management - Projects,https://qpssoftware.atlassian.net/servicedesk/customer/portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
Login - Jira Service Management,https://lorenz.atlassian.net/servicedesk/customer/user/login?destination=portals,Enter your email to log in or sign up. Email address. Powered by Jira Service Management.
